STATEFP,COUNTYFP,TRACTCE,GEOID,NAMELSAD,STCOUFP,FULLNAME,COUNAME,STNAME,STCOUNAME,Low_Response_Score,Mail_Return_Rate_CEN_2010,Tot_Population_ACS_12_16,Tot_Population_ACSMOE_12_16,Med_HHD_Inc_ACS_12_16,Med_HHD_Inc_ACSMOE_12_16,pct_Pop_under_5_ACS_12_16,pct_Pop_under_5_ACSMOE_12_16,pct_Pop_18_24_ACS_12_16,pct_Pop_18_24_ACSMOE_12_16,pct_Pop_65plus_ACS_12_16,pct_Pop_65plus_ACSMOE_12_16,pct_Prs_Blw_Pov_Lev_ACS_12_16,pct_Prs_Blw_Pov_Lev_ACSMOE_12_16,pct_Not_HS_Grad_ACS_12_16,pct_Not_HS_Grad_ACSMOE_12_16,pct_NH_Blk_alone_ACS_12_16,pct_NH_Blk_alone_ACSMOE_12_16,pct_NH_White_alone_ACS_12_16,pct_NH_White_alone_ACSMOE_12_16,pct_Hispanic_ACS_12_16,pct_Hispanic_ACSMOE_12_16,pct_NH_AIAN_alone_ACS_12_16,pct_NH_AIAN_alone_ACSMOE_12_16,pct_NH_Asian_alone_ACS_12_16,pct_NH_Asian_alone_ACSMOE_12_16,pct_NH_NHOPI_alone_ACS_12_16,pct_NH_NHOPI_alone_ACSMOE_12_16,pct_NH_SOR_alone_ACS_12_16,pct_NH_SOR_alone_ACSMOE_12_16,pct_Born_foreign_ACS_12_16,pct_Born_foreign_ACSMOE_12_16,pct_ENG_VW_ACS_12_16,pct_ENG_VW_ACSMOE_12_16,pct_Age5p_Spanish_ACS_12_16,pct_Age5p_Spanish_ACSMOE_12_16,pct_Age5p_Russian_ACS_12_16,pct_Age5p_Russian_ACSMOE_12_16,pct_Age5p_Chinese_ACS_12_16,pct_Age5p_Chinese_ACSMOE_12_16,pct_Age5p_Korean_ACS_12_16,pct_Age5p_Korean_ACSMOE_12_16,pct_Age5p_Vietnames_ACS_12_16,pct_Age5p_Vietnames_ACSMOE_12_16,pct_Age5p_Tagalog_ACS_12_16,pct_Age5p_Tagalog_ACSMOE_12_16,pct_Age5p_Arabic_ACS_12_16,pct_Age5p_Arabic_ACSMOE_12_16,Tot_Housing_Units_ACS_12_16,Tot_Housing_Units_ACSMOE_12_16,Tot_Occp_Units_ACS_12_16,Tot_Occp_Units_ACSMOE_12_16,pct_Renter_Occp_HU_ACS_12_16,pct_Renter_Occp_HU_ACSMOE_12_16,pct_Rel_Under_6_ACS_12_16,pct_Rel_Under_6_ACSMOE_12_16,pct_Diff_HU_1yr_Ago_ACS_12_16,pct_Diff_HU_1yr_Ago_ACSMOE_12_16,pct_Vacant_Units_ACS_12_16,pct_Vacant_Units_ACSMOE_12_16,pct_MLT_U10p_ACS_12_16,pct_MLT_U10p_ACSMOE_12_16,pcat_all,pcat_10x1,OBJECTID
48,39,664400,48039664400,Census Tract 6644,48039,"Census Tract 6644, Brazoria County, TX",Brazoria County,Texas,"Brazoria County, Texas",27.8,74.9,6473,517,52760.0,11875.0,7.28,3.18,19.42,6.6,7.01,3.12,21.7,9.49,31.27,7.06,7.97,4.72,30.79,7.37,59.79,9.1,0.0,0.28,0.7,0.91,0.0,0.28,0.0,0.28,13.89,4.79,9.02,6.71,13.51,4.29,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.3,2586,175,2007,215,40.96,8.56,25.08,11.47,31.25,12.64,22.39,6.64,7.0,4.38,4.0,3.0,376
48,63,950200,48063950200,Census Tract 9502,48063,"Census Tract 9502, Camp County, TX",Camp County,Texas,"Camp County, Texas",24.9,76.4,4806,197,34038.0,11638.0,9.7,1.64,11.69,2.62,14.48,2.32,24.54,9.82,21.57,4.64,24.74,5.21,37.41,5.84,34.6,6.16,0.42,0.44,1.21,1.37,0.0,0.27,0.0,0.27,16.98,7.27,2.71,2.89,10.23,5.3,0.0,0.3,0.32,0.46,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.3,1828,172,1550,156,42.26,8.4,25.48,8.8,14.06,4.64,15.21,6.01,2.9,2.67,4.0,3.0,377
48,39,660300,48039660300,Census Tract 6603,48039,"Census Tract 6603, Brazoria County, TX",Brazoria County,Texas,"Brazoria County, Texas",18.7,77.0,10947,608,88185.0,7613.0,6.46,2.21,8.42,2.1,12.05,1.67,3.84,1.4,7.19,3.03,9.9,1.4,59.45,3.09,26.77,3.95,0.0,0.18,3.06,1.18,0.0,0.18,0.0,0.18,7.42,3.48,4.25,3.65,2.15,2.61,0.0,0.2,0.87,0.8,0.0,0.2,0.44,0.57,0.0,0.2,0.0,0.2,3761,168,3721,189,35.8,6.27,22.67,9.07,7.49,3.4,1.06,1.65,11.11,4.73,5.0,4.0,378
48,453,1745,48453001745,Census Tract 17.45,48453,"Census Tract 17.45, Travis County, TX",Travis County,Texas,"Travis County, Texas",18.8,84.4,2347,151,100473.0,9706.0,6.82,3.72,4.81,3.31,17.6,4.9,9.63,5.03,3.23,2.71,2.94,2.98,74.73,8.34,13.98,5.29,0.0,0.55,3.49,3.27,0.0,0.55,0.0,0.55,8.14,4.31,0.0,1.28,0.0,0.59,0.0,0.59,0.0,0.59,0.0,0.59,0.82,1.32,0.0,0.59,0.0,0.59,1091,51,1016,74,28.44,7.7,19.73,8.43,11.28,5.42,6.87,5.77,3.48,4.49,5.0,4.0,395
48,453,1749,48453001749,Census Tract 17.49,48453,"Census Tract 17.49, Travis County, TX",Travis County,Texas,"Travis County, Texas",23.5,78.5,6445,592,81550.0,15457.0,6.61,4.69,9.34,4.1,11.11,2.62,4.83,2.3,2.34,1.59,2.3,2.18,57.02,2.19,16.63,8.95,0.0,0.28,21.68,6.06,0.0,0.28,0.0,0.28,22.72,5.41,2.3,1.94,1.4,1.56,0.22,0.35,0.91,1.21,0.7,1.09,0.0,0.3,0.23,0.38,0.0,0.3,3190,73,2827,176,65.72,5.64,21.41,8.49,41.06,9.01,11.38,5.23,54.29,9.92,5.0,5.0,396
48,453,1750,48453001750,Census Tract 17.50,48453,"Census Tract 17.50, Travis County, TX",Travis County,Texas,"Travis County, Texas",24.8,75.2,4852,458,67639.0,16141.0,5.38,2.42,4.97,2.76,7.56,0.49,6.62,3.57,7.44,4.61,1.63,1.77,60.26,4.09,28.44,9.2,0.0,0.27,6.97,3.06,0.0,0.27,0.0,0.27,17.37,8.88,2.63,2.79,8.39,6.56,0.0,0.28,0.59,0.89,0.0,0.28,0.11,0.17,0.0,0.28,0.0,0.28,2715,87,2510,136,65.62,5.0,20.12,10.12,30.28,6.2,7.55,4.6,52.89,9.61,5.0,4.0,397
48,453,1751,48453001751,Census Tract 17.51,48453,"Census Tract 17.51, Travis County, TX",Travis County,Texas,"Travis County, Texas",12.7,90.0,2247,152,107813.0,20319.0,3.47,1.63,2.27,1.33,28.35,2.34,4.01,2.84,0.6,0.65,9.88,8.92,79.93,4.43,6.1,3.67,0.0,0.58,1.51,1.51,0.0,0.58,1.82,2.0,9.39,3.95,0.73,1.66,0.88,0.78,1.01,1.43,1.01,1.34,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,1007,23,964,41,13.07,5.78,11.75,5.6,7.9,2.91,4.27,3.28,6.06,3.77,5.0,5.0,398
48,453,1752,48453001752,Census Tract 17.52,48453,"Census Tract 17.52, Travis County, TX",Travis County,Texas,"Travis County, Texas",32.0,71.1,3973,360,32425.0,5784.0,6.19,3.25,19.23,6.12,2.29,1.72,31.89,7.6,5.23,4.35,3.93,3.18,55.32,7.18,15.91,6.38,0.0,0.33,23.51,7.79,0.0,0.33,0.0,0.33,30.73,7.8,6.21,3.78,0.91,0.72,0.62,0.96,5.12,3.46,1.18,1.36,0.0,0.35,0.0,0.35,2.2,3.11,2395,69,2239,132,96.92,3.23,26.43,13.55,41.35,9.51,6.51,4.71,56.87,11.45,5.0,5.0,399
48,453,1753,48453001753,Census Tract 17.53,48453,"Census Tract 17.53, Travis County, TX",Travis County,Texas,"Travis County, Texas",32.0,75.5,1097,126,70652.0,4646.0,4.01,2.14,7.93,3.15,2.73,1.33,7.02,3.18,1.27,1.9,7.57,6.14,57.25,4.91,18.23,7.37,0.0,1.19,13.67,4.67,0.0,1.19,0.0,1.19,21.7,6.37,3.05,2.89,1.04,1.23,0.76,1.04,0.0,1.23,0.95,1.42,0.0,1.23,0.0,1.23,0.0,1.23,891,23,722,69,100.0,9.56,20.18,12.33,38.0,9.09,18.97,7.17,92.93,13.14,5.0,5.0,400
48,201,341600,48201341600,Census Tract 3416,48201,"Census Tract 3416, Harris County, TX",Harris County,Texas,"Harris County, Texas",18.8,83.3,6331,532,71538.0,19285.0,9.27,4.32,9.03,3.47,11.74,2.22,14.85,8.86,5.29,3.44,2.56,2.9,76.59,5.43,17.69,5.73,0.22,0.36,1.85,1.92,0.0,0.28,0.0,0.28,9.78,4.33,1.24,1.74,2.58,2.03,0.0,0.31,0.0,0.31,0.0,0.31,0.57,0.94,0.49,0.87,0.0,0.31,2276,125,2184,126,14.51,5.75,21.9,10.01,16.17,8.18,4.04,3.82,1.36,1.76,5.0,5.0,420
48,201,340700,48201340700,Census Tract 3407,48201,"Census Tract 3407, Harris County, TX",Harris County,Texas,"Harris County, Texas",22.2,76.9,8439,915,67724.0,10828.0,8.69,3.3,8.63,2.91,9.52,2.43,15.82,6.33,10.45,8.31,10.36,6.56,37.08,3.43,34.66,9.33,0.0,0.21,7.39,3.57,0.98,1.47,1.2,1.55,19.39,6.98,4.7,4.95,10.42,5.8,0.0,0.23,0.0,0.23,0.0,0.23,0.18,0.31,0.0,0.23,0.0,0.23,2822,48,2768,88,28.58,6.84,21.59,9.71,14.39,8.15,1.91,2.44,8.86,6.13,5.0,4.0,421
48,201,310800,48201310800,Census Tract 3108,48201,"Census Tract 3108, Harris County, TX",Harris County,Texas,"Harris County, Texas",34.2,73.3,2435,244,26222.0,5264.0,7.56,2.22,10.97,3.96,7.02,2.19,35.48,7.36,51.23,7.87,1.64,2.58,6.69,1.9,91.66,4.77,0.0,0.53,0.0,0.53,0.0,0.53,0.0,0.53,40.33,5.84,34.17,7.47,44.07,6.31,0.0,0.58,0.0,0.58,0.0,0.58,0.0,0.58,0.0,0.58,0.0,0.58,1106,27,840,69,75.71,6.41,30.06,9.96,17.53,6.23,24.05,6.12,66.82,9.9,4.0,3.0,422
48,201,321300,48201321300,Census Tract 3213,48201,"Census Tract 3213, Harris County, TX",Harris County,Texas,"Harris County, Texas",34.9,69.8,6669,614,39785.0,8194.0,10.09,2.68,17.26,3.36,3.51,1.22,20.27,6.48,38.64,7.36,8.19,3.3,6.48,1.82,85.04,4.82,0.0,0.27,0.3,0.45,0.0,0.27,0.0,0.27,33.92,7.67,23.88,7.52,33.16,6.53,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.3,2422,34,1985,140,85.19,5.45,35.96,10.34,30.68,8.32,18.04,5.53,47.03,7.98,3.0,3.0,423
48,201,233300,48201233300,Census Tract 2333,48201,"Census Tract 2333, Harris County, TX",Harris County,Texas,"Harris County, Texas",28.4,81.2,5285,478,43512.0,6200.0,8.93,3.31,12.43,2.91,7.28,1.99,20.49,6.57,61.85,7.01,0.0,0.34,6.57,2.31,93.43,3.63,0.0,0.34,0.0,0.34,0.0,0.34,0.0,0.34,43.99,5.2,27.22,7.74,46.73,6.64,0.0,0.37,0.0,0.37,0.0,0.37,0.0,0.37,0.0,0.37,0.0,0.37,1380,24,1330,56,46.39,8.58,32.0,11.39,11.92,5.48,3.62,3.7,10.22,5.94,3.0,3.0,424
48,277,200,48277000200,Census Tract 2,48277,"Census Tract 2, Lamar County, TX",Lamar County,Texas,"Lamar County, Texas",19.6,77.9,3455,280,50341.0,8473.0,8.51,2.72,9.41,2.85,15.37,3.67,19.06,6.96,11.08,4.31,3.62,1.54,83.7,4.74,7.76,5.64,0.06,0.09,0.87,1.3,0.0,0.38,0.0,0.38,2.69,2.01,0.0,1.07,2.82,2.87,0.03,0.06,0.0,0.41,0.0,0.41,0.0,0.41,0.0,0.41,0.0,0.41,1509,95,1220,105,21.07,6.47,23.96,7.87,7.08,3.33,19.15,5.77,0.33,0.99,3.0,2.0,533
48,277,600,48277000600,Census Tract 6,48277,"Census Tract 6, Lamar County, TX",Lamar County,Texas,"Lamar County, Texas",26.6,74.0,2253,288,24896.0,7408.0,6.88,3.76,9.72,3.33,11.63,1.94,25.39,7.78,27.88,7.33,26.41,7.04,58.9,11.04,8.66,5.03,0.18,0.35,0.0,0.58,0.0,0.58,0.0,0.58,6.21,3.73,2.03,2.81,4.0,3.35,0.0,0.62,0.0,0.62,0.0,0.62,0.0,0.62,0.0,0.62,0.0,0.62,1268,92,887,101,55.69,11.18,17.13,8.14,15.9,8.62,30.05,6.59,8.12,4.46,3.0,2.0,534
48,453,1729,48453001729,Census Tract 17.29,48453,"Census Tract 17.29, Travis County, TX",Travis County,Texas,"Travis County, Texas",24.1,72.2,4797,337,69547.0,7595.0,4.71,2.4,3.73,2.32,6.92,2.35,6.98,4.52,7.24,3.15,0.73,1.19,59.83,9.54,27.68,7.57,0.0,0.27,8.55,7.42,0.0,0.27,0.0,0.27,11.51,6.47,2.0,2.82,0.7,0.81,0.0,0.28,0.0,0.28,1.93,2.64,0.0,0.28,0.0,0.28,0.0,0.28,2293,50,2197,117,48.43,8.25,22.85,12.46,18.2,6.8,4.19,4.4,23.64,7.53,5.0,5.0,607
48,409,10500,48409010500,Census Tract 105,48409,"Census Tract 105, San Patricio County, TX",San Patricio County,Texas,"San Patricio County, Texas",29.2,90.7,2069,222,47586.0,3579.0,4.69,1.92,12.03,3.9,10.73,2.5,19.86,6.17,34.71,6.18,0.1,0.14,6.38,2.77,90.62,5.68,0.0,0.63,2.51,2.55,0.0,0.63,0.0,0.63,6.23,2.57,10.98,4.63,8.98,2.89,0.0,0.66,0.0,0.66,0.46,0.76,0.0,0.66,0.0,0.66,0.0,0.66,760,48,656,56,35.21,7.5,22.18,7.33,11.06,5.8,13.68,3.99,0.66,2.1,3.0,2.0,608
48,29,131504,48029131504,Census Tract 1315.04,48029,"Census Tract 1315.04, Bexar County, TX",Bexar County,Texas,"Bexar County, Texas",23.5,73.1,4079,509,43769.0,6651.0,6.86,3.55,7.23,3.08,14.56,1.02,14.95,8.43,27.72,11.11,13.95,3.07,26.11,5.39,49.62,8.5,0.61,0.53,9.71,12.94,0.0,0.32,0.0,0.32,21.26,12.49,12.17,7.17,15.64,4.9,0.0,0.34,0.0,0.34,6.21,9.77,0.0,0.34,0.0,0.34,0.0,0.34,1539,144,1405,130,24.48,7.05,17.23,9.19,15.44,12.87,8.71,5.59,1.04,1.43,5.0,4.0,609
48,29,980004,48029980004,Census Tract 9800.04,48029,"Census Tract 9800.04, Bexar County, TX",Bexar County,Texas,"Bexar County, Texas",,,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,0,13,,,,,,,,,,,0.0,0.0,610
48,29,150400,48029150400,Census Tract 1504,48029,"Census Tract 1504, Bexar County, TX",Bexar County,Texas,"Bexar County, Texas",28.3,81.6,3710,471,29635.0,5179.0,5.69,2.99,10.97,3.24,15.31,1.21,36.12,14.66,39.73,7.15,0.03,0.08,7.57,8.38,91.78,16.45,0.0,0.35,0.0,0.35,0.0,0.35,0.0,0.35,14.42,4.05,18.11,7.16,20.21,4.36,0.0,0.37,0.0,0.37,0.0,0.37,0.0,0.37,0.0,0.37,0.0,0.37,1464,47,1259,100,37.25,8.73,26.75,10.63,11.23,6.41,14.0,7.09,1.57,2.8,3.0,3.0,662
48,29,150501,48029150501,Census Tract 1505.01,48029,"Census Tract 1505.01, Bexar County, TX",Bexar County,Texas,"Bexar County, Texas",29.2,80.8,4906,691,35526.0,7025.0,7.7,2.75,8.09,2.3,12.78,1.3,27.45,7.13,46.56,5.77,0.0,0.26,0.45,0.42,98.9,3.18,0.0,0.26,0.18,0.28,0.0,0.26,0.0,0.26,30.76,9.9,20.98,7.83,37.9,10.72,0.0,0.29,0.0,0.29,0.0,0.29,0.0,0.29,0.0,0.29,0.0,0.29,1429,25,1320,87,26.97,7.6,32.85,12.94,10.89,7.62,7.63,5.81,1.61,2.45,3.0,2.0,663
48,29,150502,48029150502,Census Tract 1505.02,48029,"Census Tract 1505.02, Bexar County, TX",Bexar County,Texas,"Bexar County, Texas",28.2,82.1,4052,569,28365.0,7432.0,6.93,4.11,11.8,4.12,13.89,1.55,23.17,8.4,49.5,8.7,0.37,0.52,0.74,0.96,97.63,3.66,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.32,24.48,7.65,12.12,6.92,31.69,7.98,0.0,0.34,0.0,0.34,0.0,0.34,0.0,0.34,0.0,0.34,0.0,0.34,1230,40,1163,74,34.05,10.35,21.55,10.01,11.65,7.1,5.45,4.79,0.0,1.06,3.0,2.0,664
48,29,150600,48029150600,Census Tract 1506,48029,"Census Tract 1506, Bexar County, TX",Bexar County,Texas,"Bexar County, Texas",26.9,77.1,5159,495,31929.0,4286.0,9.27,3.61,10.1,3.31,9.69,1.66,35.02,11.78,30.89,7.1,0.0,0.35,5.76,3.9,93.47,3.3,0.0,0.35,0.0,0.35,0.0,0.35,0.0,0.35,15.57,5.62,13.42,5.91,23.67,5.92,0.0,0.38,0.0,0.38,0.0,0.38,0.0,0.38,0.0,0.38,0.0,0.38,1486,34,1416,59,32.84,7.14,26.24,10.43,19.04,9.23,4.71,3.43,0.0,1.21,3.0,2.0,665
48,29,150700,48029150700,Census Tract 1507,48029,"Census Tract 1507, Bexar County, TX",Bexar County,Texas,"Bexar County, Texas",28.9,76.9,6481,856,33375.0,9159.0,8.52,4.81,12.25,3.65,13.7,1.47,22.1,9.74,34.35,7.8,0.65,1.03,5.89,1.93,93.46,4.87,0.0,0.28,0.0,0.28,0.0,0.28,0.0,0.28,13.84,4.3,15.62,6.57,15.7,4.94,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.3,2161,74,1934,145,46.95,9.72,25.0,11.51,22.39,12.6,10.5,6.42,2.36,1.66,3.0,2.0,666
48,29,150800,48029150800,Census Tract 1508,48029,"Census Tract 1508, Bexar County, TX",Bexar County,Texas,"Bexar County, Texas",30.3,68.7,3341,358,15385.0,5077.0,11.46,4.63,6.73,3.06,15.03,3.9,60.55,11.57,35.62,7.91,6.97,5.88,12.66,6.2,78.12,6.15,0.0,0.39,0.0,0.39,0.0,0.39,0.21,0.36,3.71,2.15,9.62,5.01,8.76,3.65,0.0,0.44,0.0,0.44,0.0,0.44,0.0,0.44,0.0,0.44,0.0,0.44,1146,49,1112,63,73.29,7.77,26.82,12.26,21.45,7.34,2.97,3.66,32.29,10.38,3.0,2.0,667
48,29,150900,48029150900,Census Tract 1509,48029,"Census Tract 1509, Bexar County, TX",Bexar County,Texas,"Bexar County, Texas",27.9,81.2,6724,660,36713.0,4661.0,7.15,3.24,9.74,2.96,11.91,0.62,25.89,9.68,28.06,5.15,0.45,0.44,7.18,2.58,91.78,2.98,0.16,0.27,0.0,0.27,0.0,0.27,0.12,0.18,15.99,4.35,15.5,5.37,17.88,4.45,0.0,0.29,0.0,0.29,0.0,0.29,0.0,0.29,0.0,0.29,0.0,0.29,2260,45,2045,103,36.43,5.57,26.78,10.07,13.23,5.65,9.51,4.29,16.19,5.26,4.0,3.0,668
48,29,151000,48029151000,Census Tract 1510,48029,"Census Tract 1510, Bexar County, TX",Bexar County,Texas,"Bexar County, Texas",28.0,77.9,3283,420,26489.0,7789.0,8.29,3.11,12.24,4.36,14.04,1.31,35.71,12.14,37.21,6.14,0.0,0.4,5.0,3.1,95.0,4.54,0.0,0.4,0.0,0.4,0.0,0.4,0.0,0.4,18.31,7.05,16.63,7.65,24.88,7.31,0.0,0.43,0.0,0.43,0.0,0.43,0.0,0.43,0.0,0.43,0.0,0.43,1145,44,1004,81,44.72,9.71,24.97,10.06,9.2,5.41,12.31,6.45,3.49,2.88,3.0,3.0,669
48,367,140502,48367140502,Census Tract 1405.02,48367,"Census Tract 1405.02, Parker County, TX",Parker County,Texas,"Parker County, Texas",19.5,84.5,5153,346,68259.0,7421.0,4.11,1.37,13.41,2.56,15.72,0.97,7.76,2.26,16.33,3.09,5.26,1.17,78.36,2.92,14.44,4.16,0.78,0.58,0.31,0.35,0.0,0.35,0.19,0.29,3.42,1.44,0.93,1.53,5.2,1.46,0.0,0.36,0.0,0.36,0.08,0.16,0.0,0.36,0.0,0.36,0.0,0.36,1881,99,1499,101,16.41,4.67,14.53,6.13,25.76,4.59,20.31,5.04,0.0,0.96,5.0,3.0,771
48,367,140411,48367140411,Census Tract 1404.11,48367,"Census Tract 1404.11, Parker County, TX",Parker County,Texas,"Parker County, Texas",16.5,84.0,4516,474,69089.0,7479.0,5.69,2.29,7.95,3.78,15.1,1.38,13.02,7.45,11.47,4.96,2.19,3.2,85.5,3.79,8.5,6.2,0.0,0.29,3.37,3.26,0.0,0.29,0.0,0.29,6.73,3.67,2.12,3.44,3.9,3.42,0.0,0.31,2.21,2.81,0.0,0.31,0.0,0.31,0.0,0.31,0.0,0.31,1578,90,1509,108,13.72,5.21,19.15,8.65,16.0,6.94,4.37,3.41,4.31,3.29,4.0,3.0,800
48,367,140501,48367140501,Census Tract 1405.01,48367,"Census Tract 1405.01, Parker County, TX",Parker County,Texas,"Parker County, Texas",18.8,83.6,7284,446,68636.0,15882.0,7.24,1.79,8.99,2.42,14.7,2.11,7.64,3.34,11.73,3.54,0.0,0.25,91.14,3.21,8.15,3.27,0.23,0.3,0.15,0.27,0.0,0.25,0.0,0.25,3.02,1.8,0.0,0.7,1.18,0.72,0.0,0.27,0.0,0.27,0.0,0.27,0.0,0.27,0.0,0.27,0.0,0.27,2984,147,2568,204,20.4,7.06,25.16,7.75,14.5,5.79,13.94,5.79,0.13,0.67,3.0,2.0,801
48,367,140410,48367140410,Census Tract 1404.10,48367,"Census Tract 1404.10, Parker County, TX",Parker County,Texas,"Parker County, Texas",19.6,81.4,3248,275,48077.0,11505.0,7.6,3.48,9.08,4.18,12.13,2.07,14.5,7.26,14.26,5.17,0.0,0.4,91.53,1.44,5.88,3.6,0.86,1.38,0.0,0.4,0.0,0.4,0.0,0.4,2.12,1.75,1.33,2.28,2.4,1.82,0.0,0.43,0.0,0.43,0.0,0.43,0.0,0.43,0.0,0.43,0.0,0.43,1216,95,1052,82,12.17,7.35,21.62,8.86,8.5,5.59,13.49,7.91,0.0,1.07,3.0,2.0,802
48,367,140704,48367140704,Census Tract 1407.04,48367,"Census Tract 1407.04, Parker County, TX",Parker County,Texas,"Parker County, Texas",15.9,82.5,8668,515,124205.0,13007.0,6.53,1.51,5.79,1.73,9.83,1.39,5.58,4.77,2.0,1.45,0.55,0.55,85.07,3.85,9.79,1.96,1.14,1.06,0.47,0.44,0.0,0.21,0.07,0.1,2.56,0.93,0.81,1.26,1.56,1.02,0.0,0.22,0.0,0.22,0.0,0.22,0.0,0.22,0.0,0.22,0.0,0.22,2825,121,2703,135,7.29,2.53,18.44,4.94,11.74,3.06,4.32,2.47,0.0,0.64,5.0,5.0,803
48,367,140705,48367140705,Census Tract 1407.05,48367,"Census Tract 1407.05, Parker County, TX",Parker County,Texas,"Parker County, Texas",15.2,80.2,7730,481,84073.0,13714.0,7.65,2.08,6.57,2.23,14.79,2.18,8.73,3.85,6.92,2.53,0.35,0.44,87.93,2.47,9.48,3.18,0.28,0.45,1.4,1.77,0.0,0.23,0.0,0.23,4.24,1.87,2.86,2.86,1.93,1.35,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.25,3218,122,3042,145,12.29,4.13,20.88,5.73,14.77,4.9,5.47,3.44,4.63,2.79,5.0,4.0,804
48,113,16202,48113016202,Census Tract 162.02,48113,"Census Tract 162.02, Dallas County, TX",Dallas County,Texas,"Dallas County, Texas",26.2,74.6,7023,758,37352.0,11169.0,9.47,4.79,14.01,3.67,9.91,1.22,20.21,8.33,44.14,8.83,9.55,3.53,23.74,6.66,65.5,11.2,0.0,0.26,0.63,0.85,0.0,0.26,0.0,0.26,35.03,9.87,27.5,8.56,39.18,9.78,0.0,0.28,0.0,0.28,0.0,0.28,0.55,0.89,0.0,0.28,0.0,0.28,2175,102,2091,99,55.76,6.88,31.71,12.42,10.28,5.01,3.86,4.46,26.76,9.71,3.0,2.0,833
48,113,16409,48113016409,Census Tract 164.09,48113,"Census Tract 164.09, Dallas County, TX",Dallas County,Texas,"Dallas County, Texas",9.8,81.5,3454,209,98203.0,18792.0,4.55,2.24,11.44,3.88,11.64,1.87,7.49,6.95,10.18,4.97,21.16,4.06,33.12,2.91,34.92,4.98,0.0,0.38,10.8,1.48,0.0,0.38,0.0,0.38,18.93,3.06,11.85,6.12,18.99,6.89,0.0,0.39,0.0,0.39,0.61,0.79,1.76,0.81,5.22,3.2,0.0,0.39,1207,32,1207,32,3.48,2.32,10.07,5.38,7.45,4.44,0.0,1.08,0.0,1.08,5.0,4.0,834
48,113,11001,48113011001,Census Tract 110.01,48113,"Census Tract 110.01, Dallas County, TX",Dallas County,Texas,"Dallas County, Texas",25.2,76.9,7009,690,40603.0,5256.0,4.99,2.72,9.5,2.85,20.5,3.86,23.0,9.26,17.23,5.49,81.11,4.69,3.85,2.18,14.2,4.53,0.0,0.26,0.01,0.07,0.0,0.26,0.0,0.26,8.87,3.13,5.96,5.18,7.9,2.65,0.0,0.27,0.0,0.27,0.0,0.27,0.0,0.27,0.0,0.27,0.23,0.37,2885,58,2735,143,39.2,7.36,15.3,7.87,7.05,3.67,5.2,4.09,8.18,4.33,4.0,3.0,835
48,113,9303,48113009303,Census Tract 93.03,48113,"Census Tract 93.03, Dallas County, TX",Dallas County,Texas,"Dallas County, Texas",27.3,76.7,4037,388,42953.0,9401.0,9.98,3.46,11.25,3.35,11.89,2.66,25.41,10.01,55.05,8.82,7.9,4.07,5.62,3.28,86.48,5.07,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.32,42.46,6.8,27.27,9.7,34.31,6.54,0.0,0.36,0.0,0.36,0.0,0.36,0.0,0.36,0.0,0.36,0.0,0.36,1182,56,1089,83,27.09,10.45,32.01,11.85,3.5,3.0,7.87,5.23,0.76,1.61,3.0,2.0,836
48,113,8603,48113008603,Census Tract 86.03,48113,"Census Tract 86.03, Dallas County, TX",Dallas County,Texas,"Dallas County, Texas",36.1,71.3,878,187,22813.0,12930.0,13.55,6.57,7.06,4.42,11.73,3.39,50.91,18.99,19.24,9.46,66.51,15.13,0.46,0.79,33.03,21.07,0.0,1.48,0.0,1.48,0.0,1.48,0.0,1.48,10.93,10.22,7.81,11.45,17.65,15.97,0.0,1.71,0.0,1.71,0.0,1.71,0.0,1.71,0.0,1.71,0.0,1.71,383,32,269,45,35.69,11.14,41.67,18.82,4.21,4.12,29.77,10.95,22.72,10.27,2.0,2.0,837
48,113,16902,48113016902,Census Tract 169.02,48113,"Census Tract 169.02, Dallas County, TX",Dallas County,Texas,"Dallas County, Texas",26.2,77.6,6001,172,37899.0,5506.0,6.13,1.46,9.35,2.33,5.78,1.62,25.81,7.38,29.14,4.87,36.58,4.32,24.08,3.38,37.09,4.47,0.3,0.4,0.0,0.3,0.75,1.15,0.0,0.3,12.55,2.27,22.68,7.16,20.2,4.1,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.32,0.18,0.3,1257,120,1195,123,33.89,7.51,30.52,7.77,34.55,4.22,4.93,3.47,1.35,2.62,3.0,2.0,838
