STATEFP,COUNTYFP,TRACTCE,GEOID,NAMELSAD,STCOUFP,FULLNAME,COUNAME,STNAME,STCOUNAME,Low_Response_Score,Mail_Return_Rate_CEN_2010,Tot_Population_ACS_12_16,Tot_Population_ACSMOE_12_16,Med_HHD_Inc_ACS_12_16,Med_HHD_Inc_ACSMOE_12_16,pct_Pop_under_5_ACS_12_16,pct_Pop_under_5_ACSMOE_12_16,pct_Pop_18_24_ACS_12_16,pct_Pop_18_24_ACSMOE_12_16,pct_Pop_65plus_ACS_12_16,pct_Pop_65plus_ACSMOE_12_16,pct_Prs_Blw_Pov_Lev_ACS_12_16,pct_Prs_Blw_Pov_Lev_ACSMOE_12_16,pct_Not_HS_Grad_ACS_12_16,pct_Not_HS_Grad_ACSMOE_12_16,pct_NH_Blk_alone_ACS_12_16,pct_NH_Blk_alone_ACSMOE_12_16,pct_NH_White_alone_ACS_12_16,pct_NH_White_alone_ACSMOE_12_16,pct_Hispanic_ACS_12_16,pct_Hispanic_ACSMOE_12_16,pct_NH_AIAN_alone_ACS_12_16,pct_NH_AIAN_alone_ACSMOE_12_16,pct_NH_Asian_alone_ACS_12_16,pct_NH_Asian_alone_ACSMOE_12_16,pct_NH_NHOPI_alone_ACS_12_16,pct_NH_NHOPI_alone_ACSMOE_12_16,pct_NH_SOR_alone_ACS_12_16,pct_NH_SOR_alone_ACSMOE_12_16,pct_Born_foreign_ACS_12_16,pct_Born_foreign_ACSMOE_12_16,pct_ENG_VW_ACS_12_16,pct_ENG_VW_ACSMOE_12_16,pct_Age5p_Spanish_ACS_12_16,pct_Age5p_Spanish_ACSMOE_12_16,pct_Age5p_Russian_ACS_12_16,pct_Age5p_Russian_ACSMOE_12_16,pct_Age5p_Chinese_ACS_12_16,pct_Age5p_Chinese_ACSMOE_12_16,pct_Age5p_Korean_ACS_12_16,pct_Age5p_Korean_ACSMOE_12_16,pct_Age5p_Vietnames_ACS_12_16,pct_Age5p_Vietnames_ACSMOE_12_16,pct_Age5p_Tagalog_ACS_12_16,pct_Age5p_Tagalog_ACSMOE_12_16,pct_Age5p_Arabic_ACS_12_16,pct_Age5p_Arabic_ACSMOE_12_16,Tot_Housing_Units_ACS_12_16,Tot_Housing_Units_ACSMOE_12_16,Tot_Occp_Units_ACS_12_16,Tot_Occp_Units_ACSMOE_12_16,pct_Renter_Occp_HU_ACS_12_16,pct_Renter_Occp_HU_ACSMOE_12_16,pct_Rel_Under_6_ACS_12_16,pct_Rel_Under_6_ACSMOE_12_16,pct_Diff_HU_1yr_Ago_ACS_12_16,pct_Diff_HU_1yr_Ago_ACSMOE_12_16,pct_Vacant_Units_ACS_12_16,pct_Vacant_Units_ACSMOE_12_16,pct_MLT_U10p_ACS_12_16,pct_MLT_U10p_ACSMOE_12_16,pcat_all,pcat_10x1,OBJECTID
48,113,11601,48113011601,Census Tract 116.01,48113,"Census Tract 116.01, Dallas County, TX",Dallas County,Texas,"Dallas County, Texas",34.2,70.9,4484,511,31139.0,4967.0,7.4,3.33,13.29,3.91,11.46,3.1,31.31,10.94,40.97,5.89,54.13,7.92,1.72,1.21,44.07,8.22,0.0,0.29,0.0,0.29,0.0,0.29,0.0,0.29,15.9,3.41,12.43,6.73,16.18,4.2,0.0,0.31,0.0,0.31,0.0,0.31,0.0,0.31,0.0,0.31,0.0,0.31,1640,48,1352,113,61.91,9.73,21.08,9.29,13.86,6.71,17.56,6.14,16.89,7.12,3.0,2.0,839
48,113,9000,48113009000,Census Tract 90,48113,"Census Tract 90, Dallas County, TX",Dallas County,Texas,"Dallas County, Texas",32.4,72.7,9139,844,34032.0,6392.0,13.58,4.69,11.7,2.97,4.96,1.47,29.28,7.35,41.15,6.47,24.53,6.26,9.31,3.28,65.0,6.25,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.2,27.71,5.77,14.92,6.29,24.39,5.32,0.0,0.23,0.0,0.23,0.0,0.23,0.0,0.23,0.0,0.23,0.0,0.23,2858,32,2561,122,48.93,5.88,36.74,10.23,8.65,4.01,10.39,4.09,20.05,6.36,3.0,3.0,840
48,113,19302,48113019302,Census Tract 193.02,48113,"Census Tract 193.02, Dallas County, TX",Dallas County,Texas,"Dallas County, Texas",23.3,81.6,5399,333,187717.0,67724.0,2.06,1.14,54.16,4.42,2.98,1.02,8.49,3.87,0.0,1.17,5.45,2.16,75.37,3.68,10.41,3.63,0.26,0.37,6.08,2.42,0.0,0.33,0.11,0.22,7.67,2.32,2.06,3.02,0.91,0.89,0.13,0.25,0.43,0.42,0.11,0.25,0.3,0.42,0.0,0.34,0.0,0.34,1096,76,924,89,27.27,8.48,14.8,7.7,29.11,4.48,15.69,6.29,5.29,4.46,5.0,5.0,841
48,113,14601,48113014601,Census Tract 146.01,48113,"Census Tract 146.01, Dallas County, TX",Dallas County,Texas,"Dallas County, Texas",22.5,77.0,2310,278,47917.0,11874.0,10.22,4.87,5.89,2.32,17.14,5.47,13.47,8.68,29.0,5.9,3.81,3.08,34.07,6.22,61.39,7.85,0.0,0.56,0.74,0.69,0.0,0.56,0.0,0.56,30.26,4.57,9.62,5.51,22.28,6.8,0.0,0.63,0.0,0.63,0.24,0.53,0.0,0.63,0.0,0.63,0.34,0.48,741,30,686,41,46.65,8.14,29.78,12.08,17.71,7.31,7.42,5.25,10.8,5.65,5.0,4.0,842
48,113,4600,48113004600,Census Tract 46,48113,"Census Tract 46, Dallas County, TX",Dallas County,Texas,"Dallas County, Texas",23.1,78.8,1551,247,52768.0,11773.0,4.77,3.6,7.22,4.63,15.02,4.42,13.48,4.62,16.72,7.44,11.48,3.84,53.97,7.31,33.59,11.8,0.0,0.84,0.32,0.58,0.0,0.84,0.0,0.84,7.93,5.13,2.2,2.71,5.28,4.88,0.95,1.35,0.0,0.88,0.0,0.88,0.0,0.88,0.0,0.88,0.0,0.88,1035,49,771,78,50.58,9.03,24.84,15.64,24.04,8.33,25.51,7.05,37.58,9.3,5.0,4.0,843
48,113,7102,48113007102,Census Tract 71.02,48113,"Census Tract 71.02, Dallas County, TX",Dallas County,Texas,"Dallas County, Texas",23.6,78.3,5208,642,42375.0,4549.0,6.84,3.33,6.97,3.03,11.73,3.37,10.01,5.75,16.53,5.29,34.04,6.02,34.74,3.12,26.56,7.93,0.0,0.35,3.38,2.77,0.0,0.35,0.0,0.35,14.57,5.07,7.74,5.93,10.76,7.17,0.0,0.37,0.0,0.37,0.0,0.37,0.8,1.3,0.0,0.37,0.0,0.37,2787,49,2415,206,57.97,7.45,30.23,11.87,14.24,4.27,13.35,7.21,25.3,7.81,5.0,4.0,845
48,479,1502,48479001502,Census Tract 15.02,48479,"Census Tract 15.02, Webb County, TX",Webb County,Texas,"Webb County, Texas",30.4,69.8,4702,468,23295.0,5132.0,7.98,2.67,9.55,3.0,14.25,2.22,43.19,11.43,40.22,8.71,0.0,0.28,2.17,1.62,97.83,2.69,0.0,0.28,0.0,0.28,0.0,0.28,0.0,0.28,28.16,6.41,31.08,7.51,40.63,7.05,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.3,1703,41,1525,76,59.8,6.93,29.95,8.96,5.44,3.71,10.45,3.81,27.66,7.13,3.0,3.0,886
48,479,1706,48479001706,Census Tract 17.06,48479,"Census Tract 17.06, Webb County, TX",Webb County,Texas,"Webb County, Texas",31.0,67.7,4513,563,25316.0,3344.0,7.64,3.6,10.19,3.36,13.14,2.12,42.29,12.22,37.61,7.28,0.0,0.29,1.66,1.22,98.14,1.16,0.0,0.29,0.0,0.29,0.0,0.29,0.0,0.29,30.8,3.96,32.77,7.64,42.66,6.37,0.0,0.31,0.0,0.31,0.0,0.31,0.0,0.31,0.0,0.31,0.0,0.31,1662,83,1547,124,56.11,5.25,20.58,9.87,9.43,6.57,6.92,4.5,31.47,8.83,4.0,3.0,887
48,479,1709,48479001709,Census Tract 17.09,48479,"Census Tract 17.09, Webb County, TX",Webb County,Texas,"Webb County, Texas",25.3,78.7,5490,557,62643.0,8481.0,3.35,2.18,10.38,3.68,16.08,1.86,19.65,7.75,20.87,5.13,0.09,0.18,9.33,4.88,88.05,5.25,0.0,0.33,2.53,2.7,0.0,0.33,0.0,0.33,29.74,6.09,16.13,7.1,24.92,6.62,0.0,0.34,0.0,0.34,0.0,0.34,0.0,0.34,0.0,0.34,0.0,0.34,2189,119,1940,158,32.78,8.4,8.55,5.72,10.4,5.88,11.38,6.23,16.9,6.51,5.0,4.0,888
48,439,121609,48439121609,Census Tract 1216.09,48439,"Census Tract 1216.09, Tarrant County, TX",Tarrant County,Texas,"Tarrant County, Texas",12.1,85.4,5367,485,112006.0,15140.0,3.47,2.2,7.92,3.12,19.04,2.94,0.43,0.56,3.88,2.19,8.01,5.62,72.72,4.9,4.02,2.49,0.86,1.02,13.1,5.48,0.0,0.34,0.0,0.34,12.56,4.96,2.0,2.04,1.0,1.08,0.37,0.56,2.2,2.5,0.0,0.35,2.59,3.25,0.23,0.39,0.0,0.35,2317,37,2151,109,11.76,5.5,9.15,5.3,8.18,4.12,7.16,4.7,5.01,3.45,5.0,5.0,958
48,187,210708,48187210708,Census Tract 2107.08,48187,"Census Tract 2107.08, Guadalupe County, TX",Guadalupe County,Texas,"Guadalupe County, Texas",16.1,83.4,6353,405,103496.0,3913.0,5.6,1.57,9.51,2.53,8.34,1.63,2.55,1.37,6.42,2.45,9.77,2.99,56.52,4.83,27.03,3.36,0.0,0.28,3.45,1.96,0.0,0.28,0.0,0.28,9.85,2.42,2.29,2.03,4.49,1.73,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.5,0.52,0.0,0.3,2079,76,1966,99,16.84,5.27,24.83,6.18,19.53,5.56,5.44,3.79,0.0,0.87,5.0,5.0,989
48,215,21100,48215021100,Census Tract 211,48215,"Census Tract 211, Hidalgo County, TX",Hidalgo County,Texas,"Hidalgo County, Texas",31.3,70.0,3115,573,23065.0,5194.0,9.66,5.09,5.71,4.07,14.74,2.46,39.06,14.66,49.53,7.44,1.77,1.6,7.35,4.72,89.41,8.02,0.0,0.42,1.48,1.42,0.0,0.42,0.0,0.42,36.79,10.95,34.04,8.96,46.59,10.54,0.0,0.46,0.39,0.6,0.0,0.46,0.0,0.46,0.0,0.46,0.0,0.46,1348,81,1034,118,72.92,8.5,30.4,14.3,14.46,8.55,23.29,7.89,18.47,6.51,3.0,2.0,1026
48,215,21500,48215021500,Census Tract 215,48215,"Census Tract 215, Hidalgo County, TX",Hidalgo County,Texas,"Hidalgo County, Texas",30.6,72.6,4034,489,31920.0,6895.0,9.62,4.87,10.41,3.31,17.25,3.34,34.11,11.47,50.62,7.49,0.0,0.32,0.0,0.32,100.0,12.12,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.32,34.58,5.93,24.49,8.38,40.15,4.56,0.0,0.36,0.0,0.36,0.0,0.36,0.0,0.36,0.0,0.36,0.0,0.36,1173,82,1033,100,36.21,9.75,22.51,10.51,14.89,9.31,11.94,6.6,0.0,1.11,3.0,2.0,1027
48,439,113631,48439113631,Census Tract 1136.31,48439,"Census Tract 1136.31, Tarrant County, TX",Tarrant County,Texas,"Tarrant County, Texas",27.7,64.0,7926,680,56556.0,9832.0,10.02,4.7,8.16,2.56,5.21,1.03,20.77,9.76,12.53,5.37,3.07,3.28,45.84,5.09,41.42,10.29,0.0,0.23,5.27,4.66,0.0,0.23,0.0,0.23,27.9,8.21,16.16,7.27,21.03,7.11,0.0,0.25,0.91,1.48,0.0,0.25,0.22,0.38,0.0,0.25,0.0,0.25,3037,95,2902,136,67.95,4.67,28.56,9.94,19.58,7.38,4.45,3.98,32.14,8.37,4.0,4.0,1062
48,439,113711,48439113711,Census Tract 1137.11,48439,"Census Tract 1137.11, Tarrant County, TX",Tarrant County,Texas,"Tarrant County, Texas",18.9,79.4,4037,344,86875.0,10797.0,4.24,1.97,6.54,2.59,13.6,3.16,7.46,6.18,4.81,2.88,1.41,1.56,80.75,4.59,7.68,3.96,0.0,0.32,6.14,3.6,0.0,0.32,0.0,0.32,8.97,3.36,0.49,1.04,0.88,0.82,0.0,0.34,0.0,0.34,0.44,0.7,0.44,0.59,0.23,0.39,0.0,0.34,1745,56,1640,100,37.87,6.23,17.54,8.5,15.84,4.68,6.02,4.64,8.25,5.04,5.0,5.0,1063
48,157,672601,48157672601,Census Tract 6726.01,48157,"Census Tract 6726.01, Fort Bend County, TX",Fort Bend County,Texas,"Fort Bend County, Texas",24.9,76.0,9986,914,49449.0,9642.0,7.15,2.28,14.28,3.35,7.39,1.9,15.29,6.37,21.27,5.1,20.74,4.76,16.05,4.57,53.53,6.17,0.57,1.02,8.65,1.44,0.0,0.18,0.0,0.18,36.28,5.19,10.95,6.94,18.18,5.19,0.0,0.19,2.12,1.33,0.0,0.19,1.41,1.48,0.23,0.33,0.32,0.37,3116,91,2913,173,30.48,8.28,25.76,8.84,7.77,3.51,6.51,4.3,0.77,1.41,4.0,4.0,1064
48,157,673001,48157673001,Census Tract 6730.01,48157,"Census Tract 6730.01, Fort Bend County, TX",Fort Bend County,Texas,"Fort Bend County, Texas",14.3,82.7,7959,497,136948.0,19966.0,4.7,1.76,6.41,2.1,12.21,2.33,3.35,2.28,2.18,1.65,4.75,3.11,69.62,4.89,10.52,3.85,0.15,0.28,11.41,3.65,0.0,0.23,0.3,0.46,19.49,4.45,7.02,4.43,1.16,1.3,0.61,0.79,1.54,1.34,0.0,0.24,0.0,0.24,0.0,0.24,0.0,0.24,2768,60,2705,85,15.12,4.71,12.3,5.17,10.85,3.8,2.28,2.2,11.78,4.83,5.0,5.0,1065
48,157,673003,48157673003,Census Tract 6730.03,48157,"Census Tract 6730.03, Fort Bend County, TX",Fort Bend County,Texas,"Fort Bend County, Texas",15.7,84.5,12480,589,154577.0,10506.0,6.3,1.29,6.44,1.91,4.5,0.98,3.14,2.82,1.12,0.79,3.26,0.85,54.49,3.49,15.54,2.58,0.0,0.16,23.65,2.98,0.0,0.16,1.47,2.07,33.44,3.81,6.42,2.13,2.06,0.81,0.0,0.17,5.21,1.31,0.71,0.67,0.15,0.26,0.0,0.17,0.5,0.56,3828,58,3692,140,7.37,3.73,20.02,4.4,9.01,3.4,3.55,3.19,0.0,0.52,5.0,5.0,1066
48,245,6300,48245006300,Census Tract 63,48245,"Census Tract 63, Jefferson County, TX",Jefferson County,Texas,"Jefferson County, Texas",26.5,73.5,1368,189,32991.0,4346.0,3.73,2.51,7.6,4.03,16.89,1.22,31.43,10.82,21.6,5.58,84.43,8.19,7.82,5.75,4.82,3.59,0.0,0.95,0.37,0.58,0.0,0.95,0.0,0.95,5.92,3.64,5.63,4.5,5.01,3.42,0.0,0.99,0.38,0.6,0.0,0.99,0.0,0.99,0.0,0.99,0.0,0.99,737,48,551,59,35.57,10.2,19.16,10.54,13.3,7.53,25.24,7.14,0.27,1.76,3.0,2.0,1072
48,245,6400,48245006400,Census Tract 64,48245,"Census Tract 64, Jefferson County, TX",Jefferson County,Texas,"Jefferson County, Texas",27.3,67.4,1748,255,27227.0,7720.0,11.16,4.34,10.76,7.74,10.24,2.11,38.73,16.45,39.11,7.64,47.71,3.73,7.67,3.9,42.22,13.54,0.0,0.74,0.0,0.74,0.0,0.74,0.0,0.74,21.68,6.54,10.25,7.18,20.15,5.78,0.0,0.84,0.0,0.84,0.0,0.84,0.0,0.84,0.0,0.84,0.0,0.84,750,47,605,70,26.12,9.79,35.07,15.02,6.41,3.37,19.33,7.77,2.4,2.66,3.0,2.0,1073
48,245,6500,48245006500,Census Tract 65,48245,"Census Tract 65, Jefferson County, TX",Jefferson County,Texas,"Jefferson County, Texas",26.8,74.8,3210,502,32252.0,7776.0,6.51,3.98,5.39,3.67,11.81,2.89,23.15,11.07,41.95,9.44,23.61,6.72,17.98,8.55,49.16,16.8,0.03,0.12,7.1,4.89,0.0,0.4,0.0,0.4,38.75,7.64,20.85,9.56,24.26,8.25,0.03,0.1,0.0,0.43,0.0,0.43,5.73,4.01,0.33,0.6,0.0,0.43,1423,107,1271,140,42.72,8.64,22.04,13.36,13.64,7.8,10.68,6.77,24.46,8.37,3.0,2.0,1074
48,245,6700,48245006700,Census Tract 67,48245,"Census Tract 67, Jefferson County, TX",Jefferson County,Texas,"Jefferson County, Texas",25.2,75.2,2832,319,32333.0,7256.0,9.89,3.31,8.83,2.64,7.38,1.6,22.32,9.05,33.96,7.19,17.44,4.77,11.9,3.8,64.97,9.38,3.14,3.62,2.54,2.24,0.0,0.46,0.0,0.46,33.93,6.56,17.75,6.85,25.08,6.97,0.0,0.51,0.0,0.51,0.0,0.51,1.72,1.36,0.0,0.51,0.0,0.51,1115,59,986,80,19.88,7.74,27.5,9.39,10.86,5.27,11.57,5.35,1.08,2.15,3.0,2.0,1075
48,245,6800,48245006800,Census Tract 68,48245,"Census Tract 68, Jefferson County, TX",Jefferson County,Texas,"Jefferson County, Texas",22.4,69.4,2271,343,40107.0,5424.0,4.36,2.51,11.32,4.25,10.0,2.69,19.68,9.48,27.83,6.6,21.84,7.74,27.3,8.47,43.2,14.64,0.0,0.57,7.66,7.31,0.0,0.57,0.0,0.57,26.38,7.56,4.12,3.69,16.44,4.89,0.0,0.6,0.0,0.6,0.0,0.6,3.27,3.05,0.0,0.6,0.37,0.64,769,42,729,53,27.43,8.13,17.01,9.15,6.04,3.34,5.2,4.67,6.89,5.45,4.0,3.0,1076
48,245,7001,48245007001,Census Tract 70.01,48245,"Census Tract 70.01, Jefferson County, TX",Jefferson County,Texas,"Jefferson County, Texas",29.4,72.3,6398,658,23218.0,6695.0,10.19,3.54,13.96,3.26,15.8,2.28,41.48,11.38,20.86,5.27,43.28,6.29,30.31,4.82,18.47,7.92,0.0,0.28,4.89,2.91,0.0,0.28,0.0,0.28,13.07,3.98,2.44,2.4,5.05,2.17,0.0,0.31,0.0,0.31,0.0,0.31,1.93,1.45,0.0,0.31,0.0,0.31,3252,119,2868,192,73.95,6.62,37.18,13.89,17.03,7.76,11.81,5.46,41.54,7.41,4.0,3.0,1077
48,439,113922,48439113922,Census Tract 1139.22,48439,"Census Tract 1139.22, Tarrant County, TX",Tarrant County,Texas,"Tarrant County, Texas",19.1,80.8,20373,840,98231.0,7285.0,6.69,1.85,7.43,2.5,5.11,1.04,3.0,1.81,3.06,1.77,8.58,2.87,63.17,3.87,16.06,2.43,0.0,0.12,8.58,3.25,0.0,0.12,0.0,0.12,10.49,2.73,1.6,1.46,2.96,1.4,0.0,0.13,0.0,0.13,0.0,0.13,2.37,1.13,0.0,0.13,0.0,0.13,6453,154,6304,180,26.55,5.77,24.61,6.09,17.62,5.9,2.31,2.6,5.53,2.94,4.0,4.0,1104
48,201,311500,48201311500,Census Tract 3115,48201,"Census Tract 3115, Harris County, TX",Harris County,Texas,"Harris County, Texas",29.5,80.9,7266,1191,40839.0,5697.0,8.55,4.32,8.86,3.38,12.84,3.82,26.82,9.14,50.97,8.13,2.44,1.9,2.24,2.05,93.38,5.9,0.0,0.25,1.94,0.79,0.0,0.25,0.0,0.25,47.12,8.02,39.55,11.45,45.06,8.1,0.0,0.27,0.0,0.27,0.0,0.27,1.19,0.63,0.0,0.27,0.0,0.27,2449,42,2154,173,48.05,7.72,28.41,12.75,11.12,7.14,12.05,6.94,13.56,7.02,3.0,2.0,1215
48,201,311600,48201311600,Census Tract 3116,48201,"Census Tract 3116, Harris County, TX",Harris County,Texas,"Harris County, Texas",39.9,70.6,4232,524,29269.0,5540.0,11.11,3.8,13.14,4.46,2.1,1.61,36.53,9.68,57.24,6.73,3.85,2.51,3.59,1.47,90.83,6.42,0.0,0.31,1.72,2.78,0.0,0.31,0.0,0.31,59.57,6.88,59.64,8.33,66.29,7.42,0.0,0.35,0.0,0.35,0.0,0.35,0.0,0.35,0.0,0.35,0.0,0.35,1569,57,1447,86,99.52,8.34,34.61,12.06,28.97,7.64,7.78,4.45,82.54,10.81,2.0,2.0,1216
48,201,240600,48201240600,Census Tract 2406,48201,"Census Tract 2406, Harris County, TX",Harris County,Texas,"Harris County, Texas",42.5,53.8,2806,294,26592.0,3249.0,13.15,3.13,13.04,3.02,2.28,1.08,40.66,8.75,34.58,7.86,33.68,5.23,2.14,1.3,60.55,7.75,0.0,0.46,0.71,1.1,0.0,0.46,0.0,0.46,33.36,6.98,39.07,6.94,50.47,8.67,0.0,0.53,0.0,0.53,0.0,0.53,0.0,0.53,0.0,0.53,0.0,0.53,1223,24,1075,58,100.0,5.4,59.65,11.69,30.79,5.78,12.1,4.08,64.6,9.15,2.0,2.0,1218
48,245,6600,48245006600,Census Tract 66,48245,"Census Tract 66, Jefferson County, TX",Jefferson County,Texas,"Jefferson County, Texas",30.7,62.4,4105,412,25068.0,4135.0,8.82,2.48,9.26,4.01,7.82,1.35,42.37,8.08,27.82,5.75,34.52,5.73,20.9,5.33,33.69,8.88,0.0,0.32,9.74,3.29,0.0,0.32,0.0,0.32,23.75,4.55,14.89,7.09,15.2,4.39,0.0,0.35,0.0,0.35,0.0,0.35,1.98,1.37,0.35,0.69,0.0,0.35,1775,82,1471,129,54.25,7.61,31.66,10.07,13.43,6.12,17.13,6.09,12.73,4.75,3.0,3.0,1359
48,245,400,48245000400,Census Tract 4,48245,"Census Tract 4, Jefferson County, TX",Jefferson County,Texas,"Jefferson County, Texas",23.5,71.3,4372,624,50296.0,10597.0,8.03,5.23,11.18,4.89,13.2,1.22,20.11,11.54,7.04,3.82,32.59,11.86,60.59,0.87,4.67,5.1,0.0,0.3,1.14,1.34,0.39,0.66,0.0,0.3,4.99,3.87,2.04,3.05,1.91,2.75,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.32,2236,117,1867,171,49.17,8.95,18.95,10.79,14.86,7.67,16.5,7.01,10.78,5.16,4.0,3.0,1360
48,245,500,48245000500,Census Tract 5,48245,"Census Tract 5, Jefferson County, TX",Jefferson County,Texas,"Jefferson County, Texas",24.7,74.5,2286,274,39034.0,3753.0,4.68,2.47,9.01,3.33,15.14,3.09,17.09,6.2,28.49,9.31,47.68,7.91,24.02,6.95,28.08,9.76,0.0,0.57,0.0,0.57,0.0,0.57,0.0,0.57,13.52,5.72,1.6,3.09,6.98,3.95,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,1059,63,873,84,38.95,8.86,16.92,10.32,10.73,4.1,17.56,7.96,18.04,6.52,3.0,2.0,1361
48,245,200,48245000200,Census Tract 2,48245,"Census Tract 2, Jefferson County, TX",Jefferson County,Texas,"Jefferson County, Texas",23.6,73.4,4888,390,47903.0,11162.0,5.56,2.35,12.6,3.97,14.36,1.69,9.77,5.27,9.02,4.08,69.46,4.97,20.87,5.16,8.74,3.89,0.0,0.27,0.57,0.69,0.0,0.27,0.0,0.27,4.11,3.38,2.93,2.71,2.36,2.22,0.0,0.28,0.0,0.28,0.0,0.28,0.28,0.5,0.0,0.28,0.0,0.28,2225,106,1948,150,34.96,6.83,17.19,8.73,16.12,7.49,12.45,5.81,11.96,4.64,3.0,3.0,1362
48,245,11102,48245011102,Census Tract 111.02,48245,"Census Tract 111.02, Jefferson County, TX",Jefferson County,Texas,"Jefferson County, Texas",19.3,79.9,2651,329,62471.0,9941.0,3.28,2.3,16.3,4.96,15.99,1.74,6.79,4.06,9.77,4.61,1.66,2.97,76.95,4.05,17.16,12.3,0.0,0.49,3.02,3.18,0.0,0.49,0.0,0.49,8.19,5.14,0.0,1.17,4.8,4.37,0.0,0.51,0.0,0.51,0.0,0.51,0.0,0.51,1.4,1.47,0.0,0.51,1252,72,1109,128,34.45,10.16,11.24,7.68,26.39,10.9,11.42,7.72,3.35,3.11,4.0,3.0,1363
48,245,11201,48245011201,Census Tract 112.01,48245,"Census Tract 112.01, Jefferson County, TX",Jefferson County,Texas,"Jefferson County, Texas",19.8,81.6,8312,767,66724.0,15032.0,6.94,3.14,9.44,3.0,13.47,1.21,5.88,3.63,11.81,3.86,10.44,3.86,73.17,5.21,12.91,5.49,0.0,0.22,3.48,3.2,0.0,0.22,0.0,0.22,6.27,3.42,1.94,2.31,2.44,1.81,0.0,0.23,0.0,0.23,0.0,0.23,0.0,0.23,0.0,0.23,0.0,0.23,3133,226,2894,241,25.95,6.71,26.69,9.84,14.38,4.75,7.63,5.53,7.44,5.37,4.0,4.0,1364
48,439,113907,48439113907,Census Tract 1139.07,48439,"Census Tract 1139.07, Tarrant County, TX",Tarrant County,Texas,"Tarrant County, Texas",13.7,84.0,7604,408,187400.0,53077.0,4.88,2.05,5.14,1.63,7.94,1.53,2.15,2.04,1.17,1.33,3.35,2.53,74.92,3.45,8.59,3.64,0.0,0.24,11.66,2.51,0.0,0.24,0.0,0.24,13.32,3.65,0.65,1.35,1.15,0.87,0.0,0.25,0.54,0.52,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.25,2362,82,2302,106,6.73,3.9,11.81,4.99,11.47,5.26,2.54,3.6,0.0,0.76,5.0,5.0,1375
48,439,113110,48439113110,Census Tract 1131.10,48439,"Census Tract 1131.10, Tarrant County, TX",Tarrant County,Texas,"Tarrant County, Texas",27.9,72.7,4682,527,49245.0,6837.0,5.08,2.65,14.5,5.73,8.05,1.65,14.97,5.58,2.24,1.81,32.81,7.13,48.33,5.25,13.35,6.73,0.0,0.28,2.88,2.33,0.0,0.28,0.0,0.28,13.61,5.63,1.91,2.38,0.32,0.52,0.0,0.29,0.47,0.9,0.0,0.29,0.0,0.29,0.0,0.29,0.79,1.23,2882,73,2512,206,63.61,7.03,22.81,12.38,31.59,8.83,12.84,6.31,32.93,8.63,5.0,4.0,1376
48,439,100602,48439100602,Census Tract 1006.02,48439,"Census Tract 1006.02, Tarrant County, TX",Tarrant County,Texas,"Tarrant County, Texas",24.4,76.3,3741,327,52721.0,9207.0,2.38,1.08,15.24,3.73,7.24,1.36,14.23,6.81,21.31,4.2,14.65,3.26,42.02,4.35,41.27,5.53,0.45,0.56,0.83,0.64,0.16,0.27,0.0,0.35,16.01,3.81,8.58,6.06,16.57,4.43,0.0,0.36,0.0,0.36,0.0,0.36,0.0,0.36,0.0,0.36,0.0,0.36,800,23,653,68,26.19,9.57,16.23,8.58,22.5,4.75,18.38,7.73,0.0,1.63,5.0,5.0,1388
48,201,454100,48201454100,Census Tract 4541,48201,"Census Tract 4541, Harris County, TX",Harris County,Texas,"Harris County, Texas",22.2,75.7,3736,314,62869.0,11100.0,11.27,4.18,8.16,4.12,9.58,2.5,7.33,5.16,10.21,3.83,32.63,13.13,15.07,3.81,34.05,8.67,0.0,0.35,17.26,7.16,0.99,1.63,0.0,0.35,29.79,6.64,7.29,4.61,6.3,2.71,0.57,0.87,0.97,1.48,0.0,0.39,2.29,1.52,2.65,3.55,0.0,0.39,1150,19,1125,41,34.13,8.62,30.5,13.28,11.9,7.9,2.17,3.39,16.09,10.43,4.0,4.0,1423
48,201,454200,48201454200,Census Tract 4542,48201,"Census Tract 4542, Harris County, TX",Harris County,Texas,"Harris County, Texas",21.6,85.5,4845,451,69671.0,7547.0,7.24,2.98,9.78,4.49,6.96,1.52,11.1,5.98,14.89,5.98,30.9,7.65,14.84,4.91,49.18,6.19,0.47,0.78,4.6,2.57,0.0,0.27,0.0,0.27,28.28,4.44,9.5,5.43,17.67,6.6,0.0,0.29,0.0,0.29,0.0,0.29,0.0,0.29,0.0,0.29,0.0,0.29,1257,20,1232,41,14.53,5.99,25.86,10.38,10.92,7.07,1.99,2.86,0.0,1.03,4.0,4.0,1424
